You entered a buffer length of 100
0.722341,0.036705, Max:1.809199, Min:-0.989011
0.692317,0.031502, Max:1.809199, Min:-0.989011
0.626265,0.026045, Max:1.809199, Min:-0.989011
0.566217,0.020587, Max:1.809199, Min:-0.989011
0.500165,0.014948, Max:1.809199, Min:-0.989011
0.434113,0.009487, Max:1.809199, Min:-0.989011
0.392080,0.004388, Max:1.809199, Min:-0.989011
0.356051,-0.000406, Max:1.809199, Min:-0.989011
0.356051,-0.004478, Max:1.809199, Min:-0.989011
0.368061,-0.008421, Max:1.809199, Min:-0.989011
0.398085,-0.012064, Max:1.809199, Min:-0.989011
0.428108,-0.015823, Max:1.809199, Min:-0.989011
0.446122,-0.019644, Max:1.809199, Min:-0.989011
0.452127,-0.023945, Max:1.809199, Min:-0.989011
0.440118,-0.028492, Max:1.809199, Min:-0.989011
0.416099,-0.033161, Max:1.809199, Min:-0.989011
0.392080,-0.038011, Max:1.809199, Min:-0.989011
0.344042,-0.043404, Max:1.809199, Min:-0.989011
0.265980,-0.049343, Max:1.809199, Min:-0.989011
0.169904,-0.055527, Max:1.809199, Min:-0.989011
0.097847,-0.060813, Max:1.809199, Min:-0.989011
0.115862,-0.064228, Max:1.809199, Min:-0.989011
0.211937,-0.066244, Max:1.809199, Min:-0.989011
0.380070,-0.067105, Max:1.809199, Min:-0.989011
0.512175,-0.069095, Max:1.809199, Min:-0.989011
0.530189,-0.073799, Max:1.809199, Min:-0.989011
0.386075,-0.081352, Max:1.809199, Min:-0.989011
0.139881,-0.091095, Max:1.809199, Min:-0.989011
-0.196385,-0.102121, Max:1.809199, Min:-0.989011
