You entered a buffer length of 20
-0.089771,0.064486, Max:2.219194, Min:-1.760158
-0.010238,0.091164, Max:2.219194, Min:-1.760158
-1.760158,-0.154856, Max:2.219194, Min:-1.760158
-0.071708,0.039159, Max:2.219194, Min:-1.760158
0.097847,0.184772, Max:2.219194, Min:-1.760158
-1.760158,-0.348243, Max:2.219194, Min:-1.760158
-0.107833,0.009019, Max:2.219194, Min:-1.760158
0.163900,0.273036, Max:2.219194, Min:-1.760158
-1.760158,-0.541897, Max:2.219194, Min:-1.760158
-0.156000,-0.021736, Max:2.219194, Min:-1.760158
0.175909,0.356166, Max:2.219194, Min:-1.760158
-1.760158,-0.735808, Max:2.219194, Min:-1.760158
-0.204166,-0.052505, Max:2.219194, Min:-1.760158
0.139881,0.434790, Max:2.219194, Min:-1.760158
-1.760158,-0.929944, Max:2.219194, Min:-1.760158
-0.240291,-0.080876, Max:2.219194, Min:-1.760158
0.085838,0.512935, Max:2.219194, Min:-1.760158
-1.760158,-1.124104, Max:2.219194, Min:-1.760158
-0.234271,-0.104733, Max:2.219194, Min:-1.760158
0.037800,0.592506, Max:2.219194, Min:-1.760158
-1.760158,-1.316092, Max:2.219194, Min:-1.760158
-0.174062,-0.123966, Max:2.219194, Min:-1.760158
0.025790,0.675610, Max:2.219194, Min:-1.760158
-1.652122,-1.495899, Max:2.219194, Min:-1.760158
-0.083750,-0.139579, Max:2.219194, Min:-1.760158
0.067824,0.767003, Max:2.219194, Min:-1.760158
-1.400036,-1.661188, Max:2.219194, Min:-1.760158
0.024625,-0.144231, Max:2.219194, Min:-1.760158
0.253971,0.811505, Max:2.219194, Min:-1.760158
-1.021907,-1.665565, Max:2.219194, Min:-1.760158
0.199229,-0.122474, Max:2.219194, Min:-1.760158
0.788393,0.836312, Max:2.219194, Min:-1.760158
0.148491,-1.511272, Max:2.219194, Min:-1.760158
0.241375,-0.093686, Max:2.219194, Min:-1.760158
1.046597,0.888792, Max:2.219194, Min:-1.760158
0.724686,-1.294976, Max:2.219194, Min:-1.760158
0.277500,-0.066013, Max:2.219194, Min:-1.760158
1.569010,0.942717, Max:2.219194, Min:-1.760158
1.787048,-1.084909, Max:2.219194, Min:-1.760158
0.223313,-0.048285, Max:2.219194, Min:-1.760158
1.743147,0.966722, Max:2.219194, Min:-1.760158
2.099154,-0.936659, Max:2.219194, Min:-1.760158
0.084834,-0.040270, Max:2.219194, Min:-1.760158
1.791185,0.980933, Max:2.219194, Min:-1.760158
2.183182,-0.806604, Max:2.219194, Min:-1.760158
-0.077729,-0.030757, Max:2.219194, Min:-1.760158
1.803195,0.991917, Max:2.219194, Min:-1.760158
2.201188,-0.681213, Max:2.219194, Min:-1.760158
-0.083750,-0.010038, Max:2.219194, Min:-1.760158
1.809199,0.996256, Max:2.219194, Min:-1.760158
2.207190,-0.557054, Max:2.219194, Min:-1.760158
-0.059666,0.016340, Max:2.219194, Min:-1.760158
1.358844,0.953740, Max:2.219194, Min:-1.760158
2.207190,-0.435837, Max:2.219194, Min:-1.760158
0.054729,0.051000, Max:2.219194, Min:-1.760158
0.806407,0.917943, Max:2.219194, Min:-1.760158
2.219194,-0.313685, Max:2.219194, Min:-1.760158
0.151063,0.078181, Max:2.219194, Min:-1.760158
0.536194,0.906993, Max:2.219194, Min:-1.760158
2.213192,-0.191191, Max:2.219194, Min:-1.760158
0.120959,0.096648, Max:2.219194, Min:-1.760158
0.404089,0.904914, Max:2.219194, Min:-1.760158
2.213192,-0.067353, Max:2.225196, Min:-1.760158
0.102896,0.117892, Max:2.225196, Min:-1.760158
0.229952,0.896368, Max:2.225196, Min:-1.760158
2.213192,0.054962, Max:2.225196, Min:-1.760158
0.163104,0.145984, Max:2.225196, Min:-1.760158
0.025790,0.887265, Max:2.225196, Min:-1.760158
2.219194,0.178149, Max:2.225196, Min:-1.760158
0.199229,0.168098, Max:2.225196, Min:-1.760158
-0.166361,0.879964, Max:2.225196, Min:-1.760158
2.213192,0.300825, Max:2.225196, Min:-1.760158
0.126979,0.181758, Max:2.225196, Min:-1.760158
-0.310475,0.877944, Max:2.225196, Min:-1.760158
2.243202,0.425567, Max:2.243202, Min:-1.760158
0.042688,0.194317, Max:2.243202, Min:-1.760158
-0.388537,0.882175, Max:2.243202, Min:-1.760158
2.153172,0.532015, Max:2.243202, Min:-1.760158
-0.029562,0.209273, Max:2.243202, Min:-1.760158
-0.418561,0.891029, Max:2.243202, Min:-1.760158
1.745033,0.612885, Max:2.243202, Min:-1.760158
-0.053646,0.225960, Max:2.243202, Min:-1.760158
-0.400546,0.904174, Max:2.243202, Min:-1.760158
1.300882,0.693969, Max:2.243202, Min:-1.760158
-0.053646,0.245970, Max:2.243202, Min:-1.760158
-0.340499,0.921987, Max:2.243202, Min:-1.760158
0.928756,0.783690, Max:2.243202, Min:-1.760158
-0.107833,0.263099, Max:2.243202, Min:-1.760158
-0.268442,0.994000, Max:2.243202, Min:-1.760158
0.634656,0.769885, Max:2.243202, Min:-1.760158
-0.125896,0.243142, Max:2.243202, Min:-1.760158
-0.142342,0.939860, Max:2.243202, Min:-1.760158
