You entered a buffer length of 100
-0.192125,0.245949, Max:1.499729, Min:-1.173520
-0.156000,0.246303, Max:1.499729, Min:-1.173520
-0.095791,0.246969, Max:1.499729, Min:-1.173520
-0.035583,0.247638, Max:1.499729, Min:-1.173520
0.018604,0.248126, Max:1.499729, Min:-1.173520
0.042688,0.247770, Max:1.499729, Min:-1.173520
0.018604,0.246743, Max:1.499729, Min:-1.173520
-0.005479,0.245709, Max:1.499729, Min:-1.173520
-0.029562,0.244555, Max:1.499729, Min:-1.173520
-0.077729,0.242857, Max:1.499729, Min:-1.173520
-0.149979,0.240974, Max:1.499729, Min:-1.173520
-0.198146,0.239450, Max:1.499729, Min:-1.173520
-0.228250,0.238291, Max:1.499729, Min:-1.173520
-0.264375,0.237135, Max:1.499729, Min:-1.173520
-0.288458,0.236160, Max:1.499729, Min:-1.173520
-0.306521,0.235187, Max:1.499729, Min:-1.173520
-0.324583,0.234274, Max:1.499729, Min:-1.173520
-0.336625,0.233663, Max:1.499729, Min:-1.173520
-0.324583,0.233416, Max:1.499729, Min:-1.173520
-0.324583,0.232932, Max:1.499729, Min:-1.173520
-0.294479,0.232867, Max:1.499729, Min:-1.173520
-0.276416,0.232806, Max:1.499729, Min:-1.173520
-0.234271,0.233046, Max:1.499729, Min:-1.173520
-0.174062,0.233892, Max:1.499729, Min:-1.173520
-0.119875,0.234322, Max:1.499729, Min:-1.173520
-0.071708,0.234808, Max:1.499729, Min:-1.173520
-0.041604,0.234933, Max:1.499729, Min:-1.173520
0.018604,0.235476, Max:1.499729, Min:-1.173520
0.060750,0.235782, Max:1.499729, Min:-1.173520
0.102896,0.236087, Max:1.499729, Min:-1.173520
0.139021,0.236150, Max:1.499729, Min:-1.173520
0.145042,0.235669, Max:1.499729, Min:-1.173520
0.133000,0.234881, Max:1.499729, Min:-1.173520
0.133000,0.234392, Max:1.499729, Min:-1.173520
0.145042,0.234146, Max:1.499729, Min:-1.173520
0.169125,0.234264, Max:1.499729, Min:-1.173520
0.229334,0.234988, Max:1.499729, Min:-1.173520
0.289542,0.235416, Max:1.499729, Min:-1.173520
0.313625,0.235240, Max:1.499729, Min:-1.173520
0.301584,0.234215, Max:1.499729, Min:-1.173520
0.241375,0.232278, Max:1.499729, Min:-1.173520
0.151063,0.229850, Max:1.499729, Min:-1.173520
0.036667,0.226695, Max:1.499729, Min:-1.173520
-0.143958,0.222027, Max:1.499729, Min:-1.173520
