You entered a buffer length of 100
-0.232414,-0.234041, Max:0.878464, Min:-0.430570
-0.220404,-0.233733, Max:0.878464, Min:-0.430570
-0.184376,-0.233070, Max:0.878464, Min:-0.430570
-0.166361,-0.232643, Max:0.878464, Min:-0.430570
-0.148347,-0.232458, Max:0.878464, Min:-0.430570
-0.136338,-0.232036, Max:0.878464, Min:-0.430570
-0.130333,-0.231792, Max:0.878464, Min:-0.430570
-0.112319,-0.231309, Max:0.878464, Min:-0.430570
-0.094304,-0.230764, Max:0.878464, Min:-0.430570
-0.052271,-0.229977, Max:0.878464, Min:-0.430570
-0.028252,-0.229489, Max:0.878464, Min:-0.430570
-0.016243,-0.229304, Max:0.878464, Min:-0.430570
-0.028252,-0.229483, Max:0.878464, Min:-0.430570
-0.040262,-0.229724, Max:0.878464, Min:-0.430570
-0.064281,-0.230147, Max:0.878464, Min:-0.430570
-0.076290,-0.230272, Max:0.878464, Min:-0.430570
-0.082295,-0.230273, Max:0.878464, Min:-0.430570
-0.082295,-0.230153, Max:0.878464, Min:-0.430570
-0.064281,-0.229671, Max:0.878464, Min:-0.430570
-0.034257,-0.228946, Max:0.878464, Min:-0.430570
0.001771,-0.228158, Max:0.878464, Min:-0.430570
0.037800,-0.227249, Max:0.878464, Min:-0.430570
0.085838,-0.226279, Max:0.878464, Min:-0.430570
0.133876,-0.225189, Max:0.878464, Min:-0.430570
0.187918,-0.224037, Max:0.878464, Min:-0.430570
0.247966,-0.222705, Max:0.878464, Min:-0.430570
0.302009,-0.221670, Max:0.878464, Min:-0.430570
0.356051,-0.220519, Max:0.878464, Min:-0.430570
0.398085,-0.219727, Max:0.878464, Min:-0.430570
0.416099,-0.219359, Max:0.878464, Min:-0.430570
0.422104,-0.219235, Max:0.878464, Min:-0.430570
0.422104,-0.219174, Max:0.878464, Min:-0.430570
0.422104,-0.219053, Max:0.878464, Min:-0.430570
0.446122,-0.218812, Max:0.878464, Min:-0.430570
0.422104,-0.219109, Max:0.878464, Min:-0.430570
0.398085,-0.219533, Max:0.878464, Min:-0.430570
0.374066,-0.219957, Max:0.878464, Min:-0.430570
0.356051,-0.220202, Max:0.878464, Min:-0.430570
0.338037,-0.220565, Max:0.878464, Min:-0.430570
0.314018,-0.220928, Max:0.878464, Min:-0.430570
0.277990,-0.221412, Max:0.878464, Min:-0.430570
0.277990,-0.221537, Max:0.878464, Min:-0.430570
0.259975,-0.221779, Max:0.878464, Min:-0.430570
0.259975,-0.221901, Max:0.878464, Min:-0.430570
0.265980,-0.221542, Max:0.878464, Min:-0.430570
0.265980,-0.221479, Max:0.878464, Min:-0.430570
0.271985,-0.221298, Max:0.878464, Min:-0.430570
0.265980,-0.221296, Max:0.878464, Min:-0.430570
0.271985,-0.221176, Max:0.878464, Min:-0.430570
0.271985,-0.221115, Max:0.878464, Min:-0.430570
0.271985,-0.221054, Max:0.878464, Min:-0.430570
0.277990,-0.220813, Max:0.878464, Min:-0.430570
0.283994,-0.220691, Max:0.878464, Min:-0.430570
0.283994,-0.220629, Max:0.878464, Min:-0.430570
0.283994,-0.220569, Max:0.878464, Min:-0.430570
0.271985,-0.220808, Max:0.878464, Min:-0.430570
0.259975,-0.220871, Max:0.878464, Min:-0.430570
0.271985,-0.220511, Max:0.878464, Min:-0.430570
0.289999,-0.220147, Max:0.878464, Min:-0.430570
0.296004,-0.220084, Max:0.878464, Min:-0.430570
0.296004,-0.219903, Max:0.878464, Min:-0.430570
0.302009,-0.219841, Max:0.878464, Min:-0.430570
0.289999,-0.219960, Max:0.878464, Min:-0.430570
0.283994,-0.220022, Max:0.878464, Min:-0.430570
0.283994,-0.219962, Max:0.878464, Min:-0.430570
0.277990,-0.219962, Max:0.878464, Min:-0.430570
0.283994,-0.219842, Max:0.878464, Min:-0.430570
0.277990,-0.219960, Max:0.878464, Min:-0.430570
